file_name,Country,Date of the conclusion of the contract,Description,Duration,Estimated value excluding VAT,Lot,Non-winning tenderers,Review organisation,Start date,Title,Value of the tender,CPV,Winner,final_value
757169-2024.html,,,"The tender number (sub-contract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 40 mg · Packaging: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 5282278. Each tender number is considered an independent sub-contract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 36% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that at the tender it is not possible to estimate which medicinal products will primarily be used during the term of the framework agreement and it is possible that the use of the medicinal products may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicinal products, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus set on the basis of a professional assessment of the potential use of the medicines in view of the special circumstances regarding the use of medicines in public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicines, including significant changes in the consumption of the various medicines. In relation to section 9.1 in the framework agreement, it is noted that if Amgros purchases pharmaceuticals during a back order period from another supplier, the Supplier is not liable for compensation for the part of the compensation per unit that exceeds twice the price per unit specified in Annex 1 of the framework agreement for the medicinal product.",,"1 703 793 922,00 DKK",LOT-0007,,The Board of Appeal for Tenders,01/04/2025,Tender number 7,"*1 703 793 922,00 DKK",33600000,,1703793922.0 DKK
757169-2024.html,,,"The tender number (subcontract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 80 mg · Package: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 99. Each tender number is considered an independent subcontract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 36% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that at the tender it is not possible to estimate which medicinal products will primarily be used during the term of the framework agreement and it is possible that the use of the medicinal products may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicinal products, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus set on the basis of a professional assessment of the potential use of the medicines in view of the special circumstances regarding the use of medicines in public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicines, including significant changes in the consumption of the various medicines. In relation to section 9.1 in the framework agreement, it is noted that if Amgros purchases pharmaceuticals during a back order period from another supplier, the Supplier is not liable for compensation for the part of the compensation per unit that exceeds twice the price per unit specified in Annex 1 of the framework agreement for the medicinal product.",,"1 979 933,00 DKK",LOT-0008,,The Board of Appeal for Tenders,01/04/2025,Tender number 8,"*1 979 933,00 DKK",33600000,,1979933.0 DKK
56650-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"981 000,00 PLN",,Asclepios S.A.,981000.0 PLN
56650-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"209 090,00 PLN",,Asclepios S.A.,209090.0 PLN
31529-2025.html,Poland,,1. Quantitative tests for determining the concentration of adalimumab in the blood - 100 determinations/tests 2. Qualitative tests for determining the concentration of anti-adalimumab antibodies in the blood - 100 determinations/tests 3. Quantitative tests for determining the concentration of infliximab in the blood - 200 determinations/tests 4. Qualitative tests for determining the concentration of antibodies against infliximab in the blood - 200 determinations/tests,12 Months,"127 800,00 PLN",LOT-0001,,National Chamber of Appeal,,Part 1,"*127 800,00 PLN",33696500,,127800.0 PLN
213064-2025.html,Portugal,,"ADALIMUMAB40 MG/0,4 ML SOL INJ BIOSIMILAR CANETA ( AMGEVITA )",,"292 300,00 EUR",,,,,251G000717 -ADALIMUMAB40 MG/0.4 ML SOL INJ BIOSIMILAR PEN (AMGEVITA),"*292 300,00 EUR",33600000,,292300.0 EUR
213064-2025.html,Portugal,,"ADALIMUMAB40 MG/0,4 ML SOL INJ BIOSIMILAR CANETA ( AMGEVITA )",9 Months,"292 300,00 EUR",LOT-0001,,"Santa Maria Local Health Unit, E.P.E.",,Lot 1 -ADALIMUMAB40 MG/0.4 ML SOL INJ BIOSIMILAR PEN (AMGEVITA),"*292 300,00 EUR",33652000,,292300.0 EUR
617764-2025.html,Poland,,"1. Quantitative tests for determining the concentration of adalimumab in blood - 300 determinations/tests; 2. Qualitative tests for determining the concentration of anti-adalimumab antibodies in the blood - 300 determinations/tests; 3. Quantitative tests for determining the concentration of infliximab in blood - 1,200 determinations/tests; 4. Qualitative tests for determining the concentration of antibodies against infliximab in the blood - 1,200 determinations/tests;",36 Months,"690 000,00 PLN",LOT-0001,,National Chamber of Appeal,,Delivery of reagents for the Toxicology Laboratory of the Diagnostics Department,"*690 000,00 PLN",33696500,,690000.0 PLN
55846-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Fresenius Kabi Polska Sp. z o. o. | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o. | Official name: MIP Pharma Polska Sp. z o. o. | Official name: Bialmed Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"42 030,00 PLN",,Asclepios S.A.,42030.0 PLN
55846-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"502 000,00 PLN",,Asclepios S.A.,502000.0 PLN
55846-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: CENTRALA PHARMACEUTYCZNA CEFARM SA | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o. | Official name: NEUCA S.A. | Official name: Bialmed Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"198 000,00 PLN",,Asclepios S.A.,198000.0 PLN
55846-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"390 114,50 PLN",,Asclepios S.A.,390114.5 PLN
55846-2025.html,,02/07/2024,,,,, | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"255 030,00 PLN",,Asclepios S.A.,255030.0 PLN
53745-2025.html,,02/07/2024,,,,, | Official name: Komtur Polska Sp. z o. o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"29 120,00 PLN",,Asclepios S.A.,29120.0 PLN
53745-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"4 030,40 PLN",,Asclepios S.A.,4030.4 PLN
485474-2025.html,,08/07/2025,,,,, | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o. | Official name: Asclepios S.A. | Official name: Bialmed Sp. z o.o.,,,IBUPROFENUM Amikacyna Meropenemum Metronidazolum Ondansetron FluconazoleAdalimumab,"54 220,00 PLN",,Fresenius Kabi Polska Sp. z o. o.,54220.0 PLN
310157-2025.html,Spain,,ATC code of active ingredient: L04AB04 Presentations included: all,,"96 760,80 EUR",LOT-0001,,General Secretary of the Health Service of Castilla-La Mancha - Central Administrative Court of Contractual Resources,,Adalimumab20 mg inyectable,"*96 760,80 EUR",33600000,,96760.8 EUR
55042-2025.html,,02/07/2024,,,,, | Official name: OPTIFARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"46 176,00 PLN",,Asclepios S.A.,46176.0 PLN
70866-2024.html,Norway,,"Framework agreement for tests for measuring concentration and antibodies directed at the medicinesAdalimumab, Infliximab and Rituximab in human serum.",,"NOK 6,750,000.00",,,,,"Monitoring of the medicinesAdalimumab, infliximab and rituximab; tests for concentration and antibodies in serum to Helse Bergen HF","*NOK 6,750,000.00",33696500,,6750000.0 NOK
70866-2024.html,Norway,,"Framework agreement for tests for measuring concentration and antibodies directed at the medicinesAdalimumab, Infliximab and Rituximab in human serum.",,"NOK 6,750,000.00",LOT-0000,,Inner and Eastern Finnmark district court,,"Monitoring of the medicinesAdalimumab, infliximab and rituximab; tests for concentration and antibodies in serum to Helse Bergen HF","*NOK 6,750,000.00",33696500,,6750000.0 NOK
70866-2024.html,,,,,,,,,,,*nan,,MONTEBELLO DIAGNOSTICS AS,nan
487905-2025.html,Czechia,,"The subject of performance is continuous deliveries according to Annex No. 1 of the Purchase Agreement – ​​Price offer, in the scope and in accordance with the tender conditions, are deliveries of the medicinal product Adalimumab – L04AB04.",,"92,524,000.00 CZK",,,,,Drug deliveries - HUMIRA 2025,"*92,524,000.00 CZK",33652000,,92524000.0 CZK
487905-2025.html,Czechia,,"The subject of performance is continuous deliveries according to Annex No. 1 of the Purchase Agreement – ​​Price offer, in the scope and in accordance with the tender conditions, are deliveries of the medicinal product Adalimumab – L04AB04.",36 Months,"92,524,000.00 CZK",LOT-0001,,Office for the Protection of Economic Competition,31/07/2025,Drug deliveries - HUMIRA 2025,"*92,524,000.00 CZK",33652000,,92524000.0 CZK
181066-2025.html,,19/02/2025,,,,,,,,Package No. 13 - Adalimumab 20mg,"52 221,70 PLN",,ASCLEPIOS S.A.,52221.7 PLN
181066-2025.html,,27/02/2025,,,,,,,,Package No. 14 - Adalimumab 40mg,"194 999,20 PLN",,ASCLEPIOS S.A.,194999.2 PLN
181066-2025.html,,18/02/2025,,,,,,,,Package No. 15 - Adalimumab 80mg,"40 248,00 PLN",,Bialmed Sp. z o. o.,40248.0 PLN
650549-2025.html,Denmark,,"The tender number (subcontract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 20 mg · Package: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 19546. Each tender number is considered an independent subcontract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 38% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that it is not possible to estimate at the tender which medicines will primarily be used during the term of the framework agreement, and it is possible that the use of the medicines may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicines, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus determined on the basis of a professional assessment of the potential use of the medicinal products in view of the special circumstances regarding the use of medicinal products in the public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicinal products, including significant changes in the consumption of the various medicinal products.",,"6 852 346,00 DKK",LOT-0006,,The Board of Appeal for Tenders,01/04/2026,Tender number 6,"*6 852 346,00 DKK",33600000,,6852346.0 DKK
650549-2025.html,Denmark,,"The tender number (subcontract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 40 mg · Package: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 5974686. Each tender number is considered an independent subcontract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 38% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that it is not possible to estimate at the tender which medicines will primarily be used during the term of the framework agreement, and it is possible that the use of the medicines may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicines, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus determined on the basis of a professional assessment of the potential use of the medicinal products in view of the special circumstances regarding the use of medicinal products in the public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicinal products, including significant changes in the consumption of the various medicinal products.",,"1 884 869 272,00 DKK",LOT-0007,,The Board of Appeal for Tenders,01/04/2026,Tender number 7,"*1 884 869 272,00 DKK",33600000,,1884869272.0 DKK
650549-2025.html,Denmark,,"The tender number (subcontract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 80 mg · Package: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 99. Each tender number is considered an independent subcontract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 38% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that it is not possible to estimate at the tender which medicines will primarily be used during the term of the framework agreement, and it is possible that the use of the medicines may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicines, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus determined on the basis of a professional assessment of the potential use of the medicinal products in view of the special circumstances regarding the use of medicinal products in the public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicinal products, including significant changes in the consumption of the various medicinal products.",,"1 979 974,00 DKK",LOT-0008,,The Board of Appeal for Tenders,01/04/2026,Tender number 8,"*1 979 974,00 DKK",33600000,,1979974.0 DKK
360818-2025.html,Czechia,,The subject of the public contract is the continuous supply of drugs containing the active substance L04AB04ADALIMUMAB40mg for a period of 4 years.,,"21,817,194.32 CZK",,,,,L04AB04ADALIMUMAB40mg II.,"*21,817,194.32 CZK",33600000,,21817194.32 CZK
360818-2025.html,Czechia,,The subject of the public contract is the continuous supply of drugs containing the active substance L04AB04ADALIMUMAB40mg for a period of 4 years.,4 Years,"21,817,194.32 CZK",LOT-0001,,Office for the Protection of Economic Competition,27/05/2025,L04AB04ADALIMUMAB40mg II.,"*21,817,194.32 CZK",33600000,,21817194.32 CZK
632026-2024.html,Poland,,"1.Adalimumab- 11,000 pieces",18 Months,"1 892 000,00 PLN",LOT-0002,,National Chamber of Appeal,,Part 2,"*1 892 000,00 PLN",33600000,,1892000.0 PLN
55875-2025.html,Poland,,A detailed description of the subject of the order is included in the offer form (XLS offer template - required documents),12 Months,"945 000,00 PLN",LOT-0092,,National Chamber of Appeal,,Adalimumab,"*945 000,00 PLN",33600000,,945000.0 PLN
55875-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Lek S.A. | Official name: Salus International Sp. z o.o. | Official name: NEUCA S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"145 667,00 PLN",,Asclepios S.A.,145667.0 PLN
55875-2025.html,,02/07/2024,,,,, | Official name: Fresenius Kabi Polska Sp. z o. o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"493 584,00 PLN",,Asclepios S.A.,493584.0 PLN
749412-2024.html,Germany,,Reference is made to the respective order announcement for the individual open house procedures.,,"1,00 EUR",LOT-0001,,"Federal Public Procurement Chambers at the Federal Cartel Office, Villemombler Straße 76, Bonn, 53123, Germany, Fax: +49 2289499163, or the relevant local social court (see Section 57 SGG)",,See the “General Information” field,"*1,00 EUR",33600000,,1.0 EUR
53862-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"182 700,00 PLN",,Asclepios S.A.,182700.0 PLN
53862-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Fresenius Kabi Polska Sp. z o. o. | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"84 900,00 PLN",,Asclepios S.A.,84900.0 PLN
53862-2025.html,,02/07/2024,,,,, | Official name: Lek S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"178 080,00 PLN",,Asclepios S.A.,178080.0 PLN
53862-2025.html,,02/07/2024,,,,, | Official name: Tramco Sp z o. o. | Official name: NEUCA S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"57 240,00 PLN",,Asclepios S.A.,57240.0 PLN
53862-2025.html,,02/07/2024,,,,, | Official name: NEUCA S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"359 976,00 PLN",,Asclepios S.A.,359976.0 PLN
53862-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"3 501 588,00 PLN",,Asclepios S.A.,3501588.0 PLN
53862-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Salus International Sp. z o.o. | Official name: NEUCA S.A. | Official name: Bialmed Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"98 230,00 PLN",,Asclepios S.A.,98230.0 PLN
